,geoid,date,value
254,False,2015-03-11,1
254,False,2015-03-11,1
254,3202,2015-03-11,1
254,False,2015-03-11,1
254,False,2015-03-11,1
254,0905,2015-03-11,1
254,False,2015-03-11,1
254,False,2015-03-11,1
254,False,2015-03-11,1
254,False,2015-03-11,1
254,2614,2015-03-11,1
254,False,2015-03-11,1
254,3620,2015-03-11,1
255,1216,2016-06-13,1
255,2609,2016-06-13,1
255,2203,2016-06-13,1
255,4706,2016-06-13,1
255,3623,2016-06-13,1
255,4203,2016-06-13,1
255,1710,2016-06-13,1
255,0901,2016-06-13,1
255,4103,2016-06-13,1
255,3409,2016-06-13,1
255,3614,2016-06-13,1
255,1707,2016-06-13,1
255,0638,2016-06-13,1
255,0637,2016-06-13,1
255,5308,2016-06-13,1
255,4402,2016-06-13,1
255,2703,2016-06-13,1
255,0408,2016-06-13,1
256,0627,2016-05-13,1
256,0632,2016-05-13,1
256,0633,2016-05-13,1
258,5505,2015-02-12,1
258,3913,2015-02-12,1
258,False,2015-02-12,1
258,3901,2015-02-12,1
258,4210,2015-02-12,1
258,5103,2015-02-12,1
258,3914,2015-02-12,1
258,3301,2015-02-12,1
258,2403,2015-02-12,1
258,2503,2015-02-12,1
258,4215,2015-02-12,1
258,3302,2015-02-12,1
258,3620,2015-02-12,1
258,3401,2015-02-12,1
258,2505,2015-02-12,1
258,3601,2015-02-12,1
258,4217,2015-02-12,1
258,4401,2015-02-12,1
258,3407,2015-02-12,1
258,2708,2015-02-12,1
258,4207,2015-02-12,1
258,2706,2015-02-12,1
258,4208,2015-02-12,1
258,5110,2015-02-12,1
258,3203,2015-02-12,1
258,3915,2015-02-12,1
258,3603,2015-02-12,1
258,3602,2015-02-12,1
258,False,2015-02-12,1
258,3622,2015-02-12,1
258,2501,2015-02-12,1
258,1220,2015-02-12,1
258,4402,2015-02-12,1
258,1222,2015-02-12,1
258,1313,2015-02-12,1
258,5301,2015-02-12,1
258,2705,2015-02-12,1
258,0611,2015-02-12,1
258,3903,2015-02-12,1
258,2103,2015-02-12,1
258,0401,2015-02-12,1
258,0613,2015-02-12,1
258,4103,2015-02-12,1
258,2202,2015-02-12,1
258,3625,2015-02-12,1
258,5302,2015-02-12,1
258,3604,2015-02-12,1
258,5502,2015-02-12,1
258,3409,2015-02-12,1
258,0619,2015-02-12,1
258,2707,2015-02-12,1
258,4213,2015-02-12,1
258,1305,2015-02-12,1
258,4821,2015-02-12,1
258,3608,2015-02-12,1
258,4816,2015-02-12,1
258,1223,2015-02-12,1
258,3910,2015-02-12,1
258,2609,2015-02-12,1
258,5000,2015-02-12,1
258,1215,2015-02-12,1
258,0633,2015-02-12,1
258,4206,2015-02-12,1
258,0904,2015-02-12,1
258,2504,2015-02-12,1
258,4201,2015-02-12,1
258,2509,2015-02-12,1
258,3605,2015-02-12,1
258,3909,2015-02-12,1
258,0902,2015-02-12,1
258,False,2015-02-12,1
258,1710,2015-02-12,1
258,3611,2015-02-12,1
258,3616,2015-02-12,1
258,3618,2015-02-12,1
258,0901,2015-02-12,1
258,2404,2015-02-12,1
258,1902,2015-02-12,1
258,2614,2015-02-12,1
258,3624,2015-02-12,1
258,5309,2015-02-12,1
258,2502,2015-02-12,1
258,2407,2015-02-12,1
258,1717,2015-02-12,1
258,2106,2015-02-12,1
258,5306,2015-02-12,1
258,1216,2015-02-12,1
258,0905,2015-02-12,1
258,1221,2015-02-12,1
258,0606,2015-02-12,1
258,2608,2015-02-12,1
258,1704,2015-02-12,1
258,5507,2015-02-12,1
258,2301,2015-02-12,1
258,1209,2015-02-12,1
258,4709,2015-02-12,1
258,0802,2015-02-12,1
258,4101,2015-02-12,1
258,1718,2015-02-12,1
258,0625,2015-02-12,1
258,3613,2015-02-12,1
258,3626,2015-02-12,1
258,3619,2015-02-12,1
258,5104,2015-02-12,1
258,2506,2015-02-12,1
258,3615,2015-02-12,1
258,2611,2015-02-12,1
258,4507,2015-02-12,1
258,4818,2015-02-12,1
258,1707,2015-02-12,1
258,0642,2015-02-12,1
258,3000,2015-02-12,1
258,3621,2015-02-12,1
258,5111,2015-02-12,1
258,2406,2015-02-12,1
258,4203,2015-02-12,1
258,2302,2015-02-12,1
258,1711,2015-02-12,1
258,0632,2015-02-12,1
258,3102,2015-02-12,1
258,2402,2015-02-12,1
258,0608,2015-02-12,1
258,1705,2015-02-12,1
258,5403,2015-02-12,1
258,4205,2015-02-12,1
258,4212,2015-02-12,1
258,0801,2015-02-12,1
258,0502,2015-02-12,1
258,3712,2015-02-12,1
258,0617,2015-02-12,1
258,0631,2015-02-12,1
258,1214,2015-02-12,1
258,0626,2015-02-12,1
258,5310,2015-02-12,1
258,3606,2015-02-12,1
259,3620,2016-01-07,1
260,0605,2015-07-09,1
260,0807,2015-07-09,1
260,2503,2015-07-09,1
260,4202,2015-07-09,1
260,0905,2015-07-09,1
260,2103,2015-07-09,1
260,0904,2015-07-09,1
260,0615,2015-07-09,1
260,False,2015-07-09,1
260,False,2015-07-09,1
260,0632,2015-07-09,1
260,2505,2015-07-09,1
260,4103,2015-07-09,1
260,2705,2015-07-09,1
260,0606,2015-07-09,1
260,2404,2015-07-09,1
260,1705,2015-07-09,1
260,0613,2015-07-09,1
260,0624,2015-07-09,1
260,4709,2015-07-09,1
260,0403,2015-07-09,1
260,0627,2015-07-09,1
260,2502,2015-07-09,1
260,5502,2015-07-09,1
260,3613,2015-07-09,1
260,3604,2015-07-09,1
260,0619,2015-07-09,1
260,5108,2015-07-09,1
260,4104,2015-07-09,1
260,4101,2015-07-09,1
260,2506,2015-07-09,1
260,3616,2015-07-09,1
260,0602,2015-07-09,1
260,2509,2015-07-09,1
260,3408,2015-07-09,1
260,0641,2015-07-09,1
260,2402,2015-07-09,1
260,0618,2015-07-09,1
260,3617,2015-07-09,1
260,0647,2015-07-09,1
260,False,2015-07-09,1
260,2508,2015-07-09,1
260,3625,2015-07-09,1
260,0651,2015-07-09,1
260,1218,2015-07-09,1
262,2605,2015-11-05,1
262,4816,2015-11-05,1
262,2506,2015-11-05,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,2907,2015-01-13,1
264,0406,2015-01-13,1
264,False,2015-01-13,1
264,2001,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,0503,2015-01-13,1
264,False,2015-01-13,1
264,3620,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,1502,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,1802,2015-01-13,1
264,False,2015-01-13,1
264,0905,2015-01-13,1
264,2614,2015-01-13,1
264,False,2015-01-13,1
264,3202,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,5502,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,2505,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,5402,2015-01-13,1
264,False,2015-01-13,1
264,1710,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
264,False,2015-01-13,1
265,2202,2015-07-29,1
265,4903,2015-07-29,1
265,5103,2015-07-29,1
265,1217,2015-07-29,1
265,2802,2015-07-29,1
265,4506,2015-07-29,1
265,2613,2015-07-29,1
265,3909,2015-07-29,1
265,5502,2015-07-29,1
265,0802,2015-07-29,1
265,3605,2015-07-29,1
265,5301,2015-07-29,1
265,3619,2015-07-29,1
265,0619,2015-07-29,1
265,5309,2015-07-29,1
265,3613,2015-07-29,1
265,2507,2015-07-29,1
265,3911,2015-07-29,1
265,1702,2015-07-29,1
265,1304,2015-07-29,1
265,4103,2015-07-29,1
265,False,2015-07-29,1
265,4709,2015-07-29,1
265,3903,2015-07-29,1
265,4818,2015-07-29,1
265,0641,2015-07-29,1
265,2502,2015-07-29,1
265,2704,2015-07-29,1
265,5000,2015-07-29,1
265,0618,2015-07-29,1
265,3701,2015-07-29,1
265,0629,2015-07-29,1
265,3610,2015-07-29,1
265,2705,2015-07-29,1
265,0628,2015-07-29,1
265,3503,2015-07-29,1
265,1709,2015-07-29,1
267,2907,2015-10-08,1
267,False,2015-10-08,1
267,False,2015-10-08,1
267,False,2015-10-08,1
267,0503,2015-10-08,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,1710,2015-07-29,1
269,5502,2015-07-29,1
269,False,2015-07-29,1
269,0905,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,2206,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,1802,2015-07-29,1
269,2907,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
269,False,2015-07-29,1
272,1702,2016-07-07,1
272,2614,2016-07-07,1
272,4818,2016-07-07,1
272,1709,2016-07-07,1
272,3412,2016-07-07,1
272,2202,2016-07-07,1
272,False,2016-07-07,1
272,2802,2016-07-07,1
272,3609,2016-07-07,1
272,2505,2016-07-07,1
272,1305,2016-07-07,1
272,1701,2016-07-07,1
272,1707,2016-07-07,1
272,3903,2016-07-07,1
272,0613,2016-07-07,1
272,0903,2016-07-07,1
272,2905,2016-07-07,1
272,0643,2016-07-07,1
272,0637,2016-07-07,1
272,3410,2016-07-07,1
272,4401,2016-07-07,1
272,3608,2016-07-07,1
272,3712,2016-07-07,1
272,1224,2016-07-07,1
272,0901,2016-07-07,1
272,4506,2016-07-07,1
272,3911,2016-07-07,1
272,0801,2016-07-07,1
272,2502,2016-07-07,1
272,3701,2016-07-07,1
272,False,2016-07-07,1
272,3605,2016-07-07,1
272,1205,2016-07-07,1
272,1220,2016-07-07,1
272,4809,2016-07-07,1
272,7800,2016-07-07,1
272,1807,2016-07-07,1
272,2901,2016-07-07,1
272,1313,2016-07-07,1
272,4833,2016-07-07,1
272,2705,2016-07-07,1
272,3615,2016-07-07,1
272,0641,2016-07-07,1
272,5504,2016-07-07,1
272,4830,2016-07-07,1
273,5103,2015-06-11,1
273,0637,2015-06-11,1
273,0629,2015-06-11,1
273,4818,2015-06-11,1
273,2202,2015-06-11,1
273,0615,2015-06-11,1
273,2701,2015-06-11,1
273,4709,2015-06-11,1
273,0619,2015-06-11,1
273,5301,2015-06-11,1
273,3618,2015-06-11,1
275,False,2015-07-27,1
275,False,2015-07-27,1
275,5402,2015-07-27,1
275,5502,2015-07-27,1
275,0905,2015-07-27,1
275,1710,2015-07-27,1
275,3620,2015-07-27,1
275,False,2015-07-27,1
275,False,2015-07-27,1
275,False,2015-07-27,1
275,False,2015-07-27,1
275,False,2015-07-27,1
275,False,2015-07-27,1
275,False,2015-07-27,1
277,0102,2016-04-29,1
277,3601,2016-04-29,1
277,3201,2016-04-29,1
277,2701,2016-04-29,1
278,False,2015-04-30,1
278,False,2015-04-30,1
278,False,2015-04-30,1
278,2907,2015-04-30,1
278,False,2015-04-30,1
278,False,2015-04-30,1
278,False,2015-04-30,1
278,False,2015-04-30,1
278,False,2015-04-30,1
278,False,2015-04-30,1
278,False,2015-04-30,1
278,False,2015-04-30,1
278,False,2015-04-30,1
278,False,2015-04-30,1
278,False,2015-04-30,1
278,False,2015-04-30,1
278,False,2015-04-30,1
278,False,2015-04-30,1
278,5502,2015-04-30,1
278,3620,2015-04-30,1
278,False,2015-04-30,1
279,0606,2015-06-09,1
286,False,2015-02-04,1
286,2907,2015-02-04,1
289,False,2016-02-22,1
289,5502,2016-02-22,1
291,5505,2016-04-25,1
291,4818,2016-04-25,1
291,5106,2016-04-25,1
291,2613,2016-04-25,1
291,3901,2016-04-25,1
291,3913,2016-04-25,1
291,5104,2016-04-25,1
291,2608,2016-04-25,1
291,3301,2016-04-25,1
291,1216,2016-04-25,1
291,4821,2016-04-25,1
292,0652,2015-06-03,1
292,2609,2015-06-03,1
292,3613,2015-06-03,1
292,2704,2015-06-03,1
292,4202,2015-06-03,1
292,6600,2015-06-03,1
292,3909,2015-06-03,1
292,1220,2015-06-03,1
292,4818,2015-06-03,1
292,0807,2015-06-03,1
292,2103,2015-06-03,1
292,6900,2015-06-03,1
292,0632,2015-06-03,1
292,0647,2015-06-03,1
292,0613,2015-06-03,1
292,2406,2015-06-03,1
292,0653,2015-06-03,1
292,0614,2015-06-03,1
292,3913,2015-06-03,1
292,1902,2015-06-03,1
292,0651,2015-06-03,1
292,1702,2015-06-03,1
292,5111,2015-06-03,1
292,5504,2015-06-03,1
292,False,2015-06-03,1
292,0627,2015-06-03,1
292,0605,2015-06-03,1
292,2612,2015-06-03,1
292,False,2015-06-03,1
292,1707,2015-06-03,1
292,0629,2015-06-03,1
294,2206,2016-05-26,1
294,0905,2016-05-26,1
294,False,2016-05-26,1
294,False,2016-05-26,1
297,3601,2016-02-09,1
297,3604,2016-02-09,1
297,3619,2016-02-09,1
297,3602,2016-02-09,1
297,3603,2016-02-09,1
297,3627,2016-02-09,1
297,1217,2016-02-09,1
297,3624,2016-02-09,1
298,4829,2016-02-02,1
298,0801,2016-02-02,1
298,2504,2016-02-02,1
298,0606,2016-02-02,1
298,3620,2016-02-02,1
298,1902,2016-02-02,1
298,3609,2016-02-02,1
298,0629,2016-02-02,1
298,3503,2016-02-02,1
298,0632,2016-02-02,1
298,1709,2016-02-02,1
298,1214,2016-02-02,1
298,0613,2016-02-02,1
298,3616,2016-02-02,1
298,0624,2016-02-02,1
298,0902,2016-02-02,1
298,3913,2016-02-02,1
298,0605,2016-02-02,1
298,2905,2016-02-02,1
298,2503,2016-02-02,1
298,2509,2016-02-02,1
298,2705,2016-02-02,1
298,2507,2016-02-02,1
298,3610,2016-02-02,1
298,3607,2016-02-02,1
298,2501,2016-02-02,1
298,1209,2016-02-02,1
298,3626,2016-02-02,1
298,4835,2016-02-02,1
298,0646,2016-02-02,1
298,2508,2016-02-02,1
298,0631,2016-02-02,1
298,0641,2016-02-02,1
298,0802,2016-02-02,1
298,4101,2016-02-02,1
300,3613,2015-07-29,1
300,5307,2015-07-29,1
300,3625,2015-07-29,1
300,2613,2015-07-29,1
300,0629,2015-07-29,1
300,1214,2015-07-29,1
300,1220,2015-07-29,1
300,2407,2015-07-29,1
300,2502,2015-07-29,1
300,5502,2015-07-29,1
300,3609,2015-07-29,1
300,0643,2015-07-29,1
300,0617,2015-07-29,1
301,False,2016-06-16,1
301,False,2016-06-16,1
301,False,2016-06-16,1
301,False,2016-06-16,1
301,0406,2016-06-16,1
301,False,2016-06-16,1
301,False,2016-06-16,1
301,False,2016-06-16,1
301,0905,2016-06-16,1
301,2907,2016-06-16,1
301,False,2016-06-16,1
301,False,2016-06-16,1
301,2614,2016-06-16,1
301,False,2016-06-16,1
301,False,2016-06-16,1
301,False,2016-06-16,1
301,2505,2016-06-16,1
301,False,2016-06-16,1
301,1710,2016-06-16,1
301,False,2016-06-16,1
301,False,2016-06-16,1
301,False,2016-06-16,1
301,False,2016-06-16,1
301,False,2016-06-16,1
301,5502,2016-06-16,1
301,False,2016-06-16,1
301,False,2016-06-16,1
301,False,2016-06-16,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,3620,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,1502,2015-01-27,1
303,5502,2015-01-27,1
303,0905,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,2614,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,False,2015-01-27,1
303,2505,2015-01-27,1
304,False,2016-07-07,1
305,False,2015-07-15,1
305,False,2015-07-15,1
305,2614,2015-07-15,1
305,False,2015-07-15,1
305,False,2015-07-15,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,2907,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,3202,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,0804,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
306,3501,2015-04-16,1
306,False,2015-04-16,1
306,2614,2015-04-16,1
306,2505,2015-04-16,1
306,False,2015-04-16,1
306,False,2015-04-16,1
308,False,2016-03-15,1
308,False,2016-03-15,1
308,False,2016-03-15,1
309,1309,2015-04-16,1
309,1211,2015-04-16,1
309,5103,2015-04-16,1
309,5505,2015-04-16,1
309,3407,2015-04-16,1
309,0647,2015-04-16,1
309,1805,2015-04-16,1
309,0619,2015-04-16,1
309,2002,2015-04-16,1
309,0632,2015-04-16,1
309,4832,2015-04-16,1
309,3913,2015-04-16,1
309,2606,2015-04-16,1
309,0617,2015-04-16,1
309,1902,2015-04-16,1
309,3102,2015-04-16,1
309,1301,2015-04-16,1
309,5308,2015-04-16,1
309,4104,2015-04-16,1
309,3622,2015-04-16,1
309,2003,2015-04-16,1
309,3613,2015-04-16,1
309,2202,2015-04-16,1
309,4709,2015-04-16,1
309,2608,2015-04-16,1
309,1903,2015-04-16,1
309,1214,2015-04-16,1
309,3301,2015-04-16,1
309,1213,2015-04-16,1
309,4103,2015-04-16,1
309,1502,2015-04-16,1
309,2703,2015-04-16,1
309,3909,2015-04-16,1
309,2901,2015-04-16,1
309,2902,2015-04-16,1
309,0618,2015-04-16,1
309,5303,2015-04-16,1
309,3914,2015-04-16,1
309,False,2015-04-16,1
309,3409,2015-04-16,1
309,3906,2015-04-16,1
309,1312,2015-04-16,1
309,0627,2015-04-16,1
309,3912,2015-04-16,1
309,3620,2015-04-16,1
309,3608,2015-04-16,1
309,1705,2015-04-16,1
309,2504,2015-04-16,1
309,2610,2015-04-16,1
309,False,2015-04-16,1
309,1308,2015-04-16,1
309,3903,2015-04-16,1
309,4213,2015-04-16,1
309,4816,2015-04-16,1
309,3401,2015-04-16,1
309,0640,2015-04-16,1
309,4401,2015-04-16,1
309,2706,2015-04-16,1
309,1709,2015-04-16,1
309,3706,2015-04-16,1
309,4206,2015-04-16,1
309,3901,2015-04-16,1
309,0639,2015-04-16,1
309,1220,2015-04-16,1
309,3501,2015-04-16,1
309,1222,2015-04-16,1
309,1215,2015-04-16,1
309,2614,2015-04-16,1
309,2704,2015-04-16,1
309,1226,2015-04-16,1
309,3624,2015-04-16,1
309,3605,2015-04-16,1
309,1304,2015-04-16,1
309,2613,2015-04-16,1
309,4818,2015-04-16,1
309,2509,2015-04-16,1
309,3611,2015-04-16,1
309,2201,2015-04-16,1
309,5106,2015-04-16,1
309,0802,2015-04-16,1
309,5301,2015-04-16,1
309,1704,2015-04-16,1
309,3618,2015-04-16,1
309,0636,2015-04-16,1
309,1710,2015-04-16,1
309,0401,2015-04-16,1
309,4704,2015-04-16,1
309,5504,2015-04-16,1
309,2407,2015-04-16,1
309,4209,2015-04-16,1
309,3412,2015-04-16,1
309,3625,2015-04-16,1
309,2903,2015-04-16,1
309,2502,2015-04-16,1
309,5306,2015-04-16,1
309,1223,2015-04-16,1
309,0611,2015-04-16,1
309,5108,2015-04-16,1
309,4904,2015-04-16,1
309,3604,2015-04-16,1
309,1218,2015-04-16,1
309,4218,2015-04-16,1
309,1702,2015-04-16,1
310,False,2016-03-16,1
311,2206,2015-08-05,1
311,0905,2015-08-05,1
311,False,2015-08-05,1
311,False,2015-08-05,1
311,False,2015-08-05,1
311,False,2015-08-05,1
311,False,2015-08-05,1
311,False,2015-08-05,1
311,5402,2015-08-05,1
311,0503,2015-08-05,1
311,False,2015-08-05,1
311,False,2015-08-05,1
311,False,2015-08-05,1
311,False,2015-08-05,1
311,1710,2015-08-05,1
311,3620,2015-08-05,1
311,False,2015-08-05,1
313,4202,2015-06-11,1
313,0605,2015-06-11,1
314,1902,2016-01-13,1
314,3620,2016-01-13,1
314,2504,2016-01-13,1
314,0606,2016-01-13,1
314,0801,2016-01-13,1
316,1211,2015-02-04,1
316,5103,2015-02-04,1
316,0632,2015-02-04,1
316,3913,2015-02-04,1
316,3625,2015-02-04,1
316,5502,2015-02-04,1
316,1805,2015-02-04,1
316,0647,2015-02-04,1
316,1220,2015-02-04,1
316,3914,2015-02-04,1
316,5308,2015-02-04,1
316,5505,2015-02-04,1
316,3407,2015-02-04,1
316,1213,2015-02-04,1
316,4832,2015-02-04,1
316,0626,2015-02-04,1
316,2703,2015-02-04,1
316,1902,2015-02-04,1
316,3202,2015-02-04,1
316,0617,2015-02-04,1
316,3403,2015-02-04,1
316,2613,2015-02-04,1
316,4401,2015-02-04,1
316,False,2015-02-04,1
316,1807,2015-02-04,1
316,3203,2015-02-04,1
316,0611,2015-02-04,1
316,5504,2015-02-04,1
316,4504,2015-02-04,1
316,2407,2015-02-04,1
316,4704,2015-02-04,1
316,1304,2015-02-04,1
316,3412,2015-02-04,1
316,5309,2015-02-04,1
316,2406,2015-02-04,1
316,2302,2015-02-04,1
316,2903,2015-02-04,1
316,4402,2015-02-04,1
316,0619,2015-02-04,1
316,1212,2015-02-04,1
317,3302,2016-05-11,1
320,False,2015-06-25,1
320,3202,2015-06-25,1
320,False,2015-06-25,1
320,False,2015-06-25,1
320,False,2015-06-25,1
320,False,2015-06-25,1
320,False,2015-06-25,1
320,2001,2015-06-25,1
320,False,2015-06-25,1
320,False,2015-06-25,1
320,False,2015-06-25,1
320,False,2015-06-25,1
320,5502,2015-06-25,1
320,False,2015-06-25,1
320,False,2015-06-25,1
320,False,2015-06-25,1
320,1802,2015-06-25,1
320,False,2015-06-25,1
320,False,2015-06-25,1
320,False,2015-06-25,1
320,False,2015-06-25,1
320,1502,2015-06-25,1
320,False,2015-06-25,1
321,4818,2016-01-05,1
321,0637,2016-01-05,1
321,0632,2016-01-05,1
321,3605,2016-01-05,1
321,2202,2016-01-05,1
324,1221,2015-05-21,1
324,1218,2015-05-21,1
324,3620,2015-05-21,1
324,3407,2015-05-21,1
324,1903,2015-05-21,1
324,3704,2015-05-21,1
324,1220,2015-05-21,1
324,1222,2015-05-21,1
324,4217,2015-05-21,1
324,1710,2015-05-21,1
324,4213,2015-05-21,1
324,2703,2015-05-21,1
324,2705,2015-05-21,1
324,0619,2015-05-21,1
324,2707,2015-05-21,1
324,4206,2015-05-21,1
324,1713,2015-05-21,1
324,0627,2015-05-21,1
324,5401,2015-05-21,1
324,0652,2015-05-21,1
324,3609,2015-05-21,1
324,5502,2015-05-21,1
324,0626,2015-05-21,1
324,2504,2015-05-21,1
324,0606,2015-05-21,1
324,2706,2015-05-21,1
324,2708,2015-05-21,1
324,4207,2015-05-21,1
324,5402,2015-05-21,1
324,1223,2015-05-21,1
324,1902,2015-05-21,1
324,1217,2015-05-21,1
324,0615,2015-05-21,1
324,1214,2015-05-21,1
324,5505,2015-05-21,1
324,1224,2015-05-21,1
324,5503,2015-05-21,1
324,1226,2015-05-21,1
324,4103,2015-05-21,1
324,False,2015-05-21,1
324,4402,2015-05-21,1
324,4212,2015-05-21,1
324,3302,2015-05-21,1
324,0401,2015-05-21,1
324,0609,2015-05-21,1
324,4835,2015-05-21,1
324,4208,2015-05-21,1
324,3503,2015-05-21,1
324,2704,2015-05-21,1
324,5111,2015-05-21,1
324,0629,2015-05-21,1
324,4203,2015-05-21,1
324,0618,2015-05-21,1
324,False,2015-05-21,1
324,3602,2015-05-21,1
324,2803,2015-05-21,1
324,5110,2015-05-21,1
324,4002,2015-05-21,1
324,0632,2015-05-21,1
324,1210,2015-05-21,1
324,4504,2015-05-21,1
324,1204,2015-05-21,1
324,5403,2015-05-21,1
324,2502,2015-05-21,1
324,4104,2015-05-21,1
324,1218,2015-05-21,1
324,0633,2015-05-21,1
324,2506,2015-05-21,1
324,0602,2015-05-21,1
324,3903,2015-05-21,1
324,1805,2015-05-21,1
324,0200,2015-05-21,1
324,3703,2015-05-21,1
324,1205,2015-05-21,1
324,3701,2015-05-21,1
324,0801,2015-05-21,1
324,2701,2015-05-21,1
324,2902,2015-05-21,1
324,3610,2015-05-21,1
324,5307,2015-05-21,1
324,1202,2015-05-21,1
324,2609,2015-05-21,1
324,0620,2015-05-21,1
324,3616,2015-05-21,1
324,5108,2015-05-21,1
324,False,2015-05-21,1
324,3102,2015-05-21,1
324,4401,2015-05-21,1
324,1213,2015-05-21,1
325,4218,2015-05-01,1
325,0606,2015-05-01,1
325,3620,2015-05-01,1
325,0632,2015-05-01,1
325,2609,2015-05-01,1
325,False,2015-05-01,1
325,3613,2015-05-01,1
325,2704,2015-05-01,1
325,1902,2015-05-01,1
325,0627,2015-05-01,1
325,0629,2015-05-01,1
325,0620,2015-05-01,1
325,4205,2015-05-01,1
325,0905,2015-05-01,1
325,0618,2015-05-01,1
325,5306,2015-05-01,1
325,0605,2015-05-01,1
325,0801,2015-05-01,1
325,2705,2015-05-01,1
325,3624,2015-05-01,1
325,1211,2015-05-01,1
325,0647,2015-05-01,1
325,0807,2015-05-01,1
325,2404,2015-05-01,1
325,2002,2015-05-01,1
325,0614,2015-05-01,1
325,1702,2015-05-01,1
325,3503,2015-05-01,1
326,0641,2016-09-15,1
326,4402,2016-09-15,1
327,3903,2016-03-07,1
328,4218,2015-06-04,1
328,4830,2015-06-04,1
328,1216,2015-06-04,1
328,1221,2015-06-04,1
328,1212,2015-06-04,1
328,1710,2015-06-04,1
328,3301,2015-06-04,1
328,0645,2015-06-04,1
328,4213,2015-06-04,1
328,3702,2015-06-04,1
328,0610,2015-06-04,1
328,0651,2015-06-04,1
328,2610,2015-06-04,1
328,1220,2015-06-04,1
328,0642,2015-06-04,1
328,0622,2015-06-04,1
328,0650,2015-06-04,1
328,4103,2015-06-04,1
328,False,2015-06-04,1
328,3708,2015-06-04,1
328,5111,2015-06-04,1
328,3624,2015-06-04,1
328,5401,2015-06-04,1
328,4815,2015-06-04,1
328,False,2015-06-04,1
328,3101,2015-06-04,1
328,2102,2015-06-04,1
328,4702,2015-06-04,1
328,3407,2015-06-04,1
328,3613,2015-06-04,1
328,3902,2015-06-04,1
328,2101,2015-06-04,1
328,2106,2015-06-04,1
328,2611,2015-06-04,1
328,1210,2015-06-04,1
328,1301,2015-06-04,1
328,3622,2015-06-04,1
328,False,2015-06-04,1
328,3202,2015-06-04,1
328,0501,2015-06-04,1
328,4502,2015-06-04,1
328,False,2015-06-04,1
328,3608,2015-06-04,1
328,0637,2015-06-04,1
328,1701,2015-06-04,1
328,4701,2015-06-04,1
328,2707,2015-06-04,1
328,4211,2015-06-04,1
328,2701,2015-06-04,1
328,2802,2015-06-04,1
328,1205,2015-06-04,1
