geoid,date,value
1303,2019-01-29,1
2704,2019-01-29,1
4805,2019-01-29,1
4708,2019-01-29,1
2402,2019-01-29,1
3914,2019-01-29,1
1701,2019-01-29,1
5305,2019-01-29,1
4207,2019-01-29,1
3913,2019-01-29,1
1805,2019-01-29,1
3706,2019-01-29,1
0639,2019-01-29,1
3102,2019-01-29,1
0624,2019-01-29,1
4831,2019-01-29,1
4204,2019-01-29,1
4825,2019-01-29,1
0611,2019-01-29,1
5402,2019-01-29,1
0619,2019-01-29,1
0105,2019-01-29,1
2610,2019-01-29,1
4809,2019-01-29,1
1206,2019-01-29,1
2605,2019-01-29,1
5401,2019-01-29,1
0646,2019-01-29,1
4502,2019-01-29,1
4501,2019-01-29,1
5506,2019-01-29,1
3608,2019-01-29,1
5303,2019-01-29,1
2608,2019-01-29,1
4823,2019-01-29,1
0633,2019-01-29,1
2904,2019-01-29,1
3605,2019-01-29,1
2105,2019-01-29,1
0621,2019-01-29,1
2606,2019-01-29,1
2703,2019-01-29,1
4504,2019-01-29,1
1220,2019-01-29,1
1212,2019-01-29,1
4005,2019-01-29,1
1311,2019-01-29,1
5503,2019-01-29,1
2902,2019-01-29,1
1903,2019-01-29,1
1312,2019-01-29,1
2802,2019-01-29,1
4812,2019-01-29,1
1207,2019-01-29,1
4813,2019-01-29,1
1227,2019-01-29,1
5301,2019-01-29,1
5105,2019-01-29,1
0617,2019-01-29,1
4004,2019-01-29,1
0903,2019-01-29,1
4808,2019-01-29,1
2614,2019-01-29,1
5508,2019-01-29,1
2101,2019-01-29,1
1305,2020-07-13,1
2505,2019-02-04,1
5502,2019-02-04,1
3620,2019-02-04,1
1502,2019-11-08,1
2506,2019-05-15,1
1218,2019-05-15,1
4816,2019-05-15,1
1221,2019-05-15,1
4208,2019-05-15,1
0633,2019-05-15,1
1214,2019-05-15,1
1212,2019-05-15,1
0649,2019-05-15,1
0605,2019-05-15,1
0639,2019-05-15,1
0640,2019-05-15,1
0606,2019-05-15,1
0806,2019-05-15,1
0627,2019-05-15,1
0902,2019-05-15,1
2904,2019-05-15,1
2704,2019-05-15,1
0629,2019-05-15,1
3913,2019-05-15,1
1903,2019-05-15,1
0613,2019-05-15,1
0648,2019-05-15,1
5102,2019-05-15,1
5111,2019-05-15,1
1223,2019-05-15,1
2503,2019-05-15,1
3624,2019-05-15,1
3604,2019-05-15,1
3704,2019-05-15,1
0619,2019-05-15,1
0626,2019-05-15,1
0617,2019-05-15,1
1701,2019-05-15,1
1213,2019-05-15,1
0632,2019-05-15,1
0802,2019-05-15,1
1707,2019-05-15,1
4832,2019-05-15,1
4807,2019-05-15,1
4204,2019-05-15,1
